agencykey|employeeskey|commercialkey|customerskey|productcategorykey|productkey|orderdatekey|requireddatekey|shippeddatekey|statuskey|ordernumber|orderlinenumber|quantityordered|priceeach|amount|numberofitems
1679091C5A880FAF6FB5E6087EB1B2DC|7A6A74CBE87BC60030A4BD041DD47B78|7A6A74CBE87BC60030A4BD041DD47B78|C6E33AA514C94AEC0CEAFAC31BFEAB3C|9029FF9E9C7721FA20D4E54A8E7CE473|ADAEB7C5851892E9B8A383A0F9CAB98C|2020-09-11|2020-09-21|2020-09-15|747CF5C8587184B9E489FF897D97C20D|10148|12|25|136.56|3414.00|1
C81E728D9D4C2F636F067F89CC14862C|C44E503833B64E9F27197A484F4257C0|C44E503833B64E9F27197A484F4257C0|603DAD414872714C2DA23F5152067FC5|D39B79B3341F1B50B921D2C8F9CB9198|80840A21045AB320EA5C5D7DF040670E|2021-03-10|2021-03-18|2021-03-13|747CF5C8587184B9E489FF897D97C20D|10228|3|24|101.31|2431.44|1
8F14E45FCEEA167A5A36DEDD4BEA2543|5CBDFD0DFA22A3FCA7266376887F549B|5CBDFD0DFA22A3FCA7266376887F549B|1CDCC7107B3BA69B81FFB18AD3B32670|D39B79B3341F1B50B921D2C8F9CB9198|0C037BC6A2A493C71C3947DA6AC80708|2020-06-12|2020-06-18|2020-06-14|747CF5C8587184B9E489FF897D97C20D|10129|1|50|76.31|3815.50|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|9179BC80B72EC71C58C84D3E91595A05|4D091C3139A28C131B75656586631457|A3789F8BD1BFF6E657C17C6FCFCE19EB|2021-01-02|2021-01-11|2021-01-04|747CF5C8587184B9E489FF897D97C20D|10208|5|33|95.34|3146.22|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|C0BDA60CBCFBBF8E4615E4F297F52820|F9ECED7271ACE37EAE7270210B2BAC2A|A181F8CD4CE8A072A435492775FF4478|2020-10-28|2020-11-03|2020-11-01|747CF5C8587184B9E489FF897D97C20D|10168|6|29|72.36|2098.44|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|B9555E741C9F96CAB1DED3CC710F191E|D39B79B3341F1B50B921D2C8F9CB9198|FE5B006C08EAD5CA0BF6025F74B0C7BF|2022-03-10|2022-03-18|2022-03-12|747CF5C8587184B9E489FF897D97C20D|10392|3|37|61.21|2264.77|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|76271E7774CA56AFF13B4E39FEB5B85F|F9ECED7271ACE37EAE7270210B2BAC2A|6CB8D43D5FB436DA658DF8A2825426EC|2020-05-08|2020-05-16|2020-05-13|747CF5C8587184B9E489FF897D97C20D|10122|16|35|59.06|2067.10|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|C0A271BC0ECB776A094786474322CB82|C0A271BC0ECB776A094786474322CB82|3A0FA423901CEBAB14FB36861CCCB2E8|F9ECED7271ACE37EAE7270210B2BAC2A|92C7EF9AB9547C8198D1903AA46EB6F0|2021-11-03|2021-11-11|2021-11-06|747CF5C8587184B9E489FF897D97C20D|10319|5|29|35.00|1015.00|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|9179BC80B72EC71C58C84D3E91595A05|4D091C3139A28C131B75656586631457|EA360588E88007F6A0F19CE1BF18DCD6|2021-01-02|2021-01-11|2021-01-04|747CF5C8587184B9E489FF897D97C20D|10208|4|37|95.16|3520.92|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|9029FF9E9C7721FA20D4E54A8E7CE473|8CB7D95A9F0E6B34114FE9CE42AADA25|2022-02-10|2022-02-18|2022-02-11|747CF5C8587184B9E489FF897D97C20D|10378|8|49|122.02|5978.98|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|C0A271BC0ECB776A094786474322CB82|C0A271BC0ECB776A094786474322CB82|CC24BB40A6B1BBB6343328BC97302A09|F9ECED7271ACE37EAE7270210B2BAC2A|E7BBB519B2DB2A7CC7DFCCCF921D6999|2021-04-05|2021-04-12|2021-04-10|747CF5C8587184B9E489FF897D97C20D|10237|5|27|94.91|2562.57|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|6F5AF4AB66105B161205DFA53C3411C4|9029FF9E9C7721FA20D4E54A8E7CE473|B7FE07689DCD0AD90E7E77444FA96F0D|2020-12-05|2020-12-13|2020-12-08|747CF5C8587184B9E489FF897D97C20D|10206|1|33|89.01|2937.33|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|D39B79B3341F1B50B921D2C8F9CB9198|90796E71B563456DA22733A07E9C3D96|2021-08-20|2021-08-26|2021-08-22|747CF5C8587184B9E489FF897D97C20D|10282|1|43|122.93|5285.99|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|A2579F0770BEDB9881F055EE48484CA5|F9ECED7271ACE37EAE7270210B2BAC2A|6CB8D43D5FB436DA658DF8A2825426EC|2021-08-28|2021-09-06|2021-09-01|747CF5C8587184B9E489FF897D97C20D|10286|1|38|51.60|1960.80|1
1679091C5A880FAF6FB5E6087EB1B2DC|7A6A74CBE87BC60030A4BD041DD47B78|7A6A74CBE87BC60030A4BD041DD47B78|743C0C21889500E13A6B97FC680E637A|BDD4286459900F7788990A266EAF5E28|97A9D64D70C7E5B4F427946F21468F22|2020-04-29|2020-05-08|2020-05-01|747CF5C8587184B9E489FF897D97C20D|10120|8|29|82.79|2400.91|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|F632E942A4B57B0C1380C73DA22BBFFD|F9ECED7271ACE37EAE7270210B2BAC2A|6B66D741BC3AF27AAABF67FD285BEDCF|2021-01-12|2021-01-22|2021-01-20|747CF5C8587184B9E489FF897D97C20D|10210|2|23|112.99|2598.77|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|9C36FD4E5F5F66DFDD483D0A1277EF1C|4D091C3139A28C131B75656586631457|16C962CDC8531E4924C6BE533B7AB8D3|2021-08-20|2021-08-30|2021-08-23|747CF5C8587184B9E489FF897D97C20D|10283|12|33|49.14|1621.62|1
A87FF679A2F3E71D9181A67B7542122C|B9F94C77652C9A76FC8A442748CD54BD|B9F94C77652C9A76FC8A442748CD54BD|8027AA91AFC3E474FC16A974F8F0881E|4D091C3139A28C131B75656586631457|31531B6E3B822999D022C69454793DA8|2020-11-07|2020-11-17|2020-11-12|747CF5C8587184B9E489FF897D97C20D|10177|7|50|115.52|5776.00|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|AEDD14C611EDAF81BD0488706C2DD4BB|BDD4286459900F7788990A266EAF5E28|6F7BEF3EE99551654D1A4BA7E40FF4C2|2020-11-27|2020-12-06|2020-12-03|747CF5C8587184B9E489FF897D97C20D|10198|3|43|65.51|2816.93|1
8F14E45FCEEA167A5A36DEDD4BEA2543|5CBDFD0DFA22A3FCA7266376887F549B|5CBDFD0DFA22A3FCA7266376887F549B|2BAEE22BAF7F619D535A09422F26E389|D39B79B3341F1B50B921D2C8F9CB9198|C2C033FDE15D3AA59787DFC5E42D203A|2020-03-18|2020-03-24|2020-03-20|747CF5C8587184B9E489FF897D97C20D|10110|3|20|28.88|577.60|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|CC9A4BD8C6121BD42AEAA0ED86415990|9029FF9E9C7721FA20D4E54A8E7CE473|F6FF19DF566D3115CBBC327770651CF1|2021-03-30|2021-04-05|2021-04-02|747CF5C8587184B9E489FF897D97C20D|10234|9|48|118.32|5679.36|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|394786D791C4C4C8B0E1B0AB164502E5|9029FF9E9C7721FA20D4E54A8E7CE473|F277FACA6EC3EAC9B56C4E821BEEA5E6|2021-08-04|2021-08-12|2021-08-05|747CF5C8587184B9E489FF897D97C20D|10277|1|28|93.28|2611.84|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|DFF5732DC173B6D9231B2889F88F09DF|9029FF9E9C7721FA20D4E54A8E7CE473|01550F35EC80E6A36F04020BE8CC2CDD|2021-04-13|2021-04-20|2021-04-19|747CF5C8587184B9E489FF897D97C20D|10241|10|21|47.29|993.09|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|E75BB0A5D2AEEAE097AD608FE06D51B2|D39B79B3341F1B50B921D2C8F9CB9198|4AE41B58006AC2420C7997D2D7B5E4CD|2022-03-11|2022-03-22|2022-03-14|747CF5C8587184B9E489FF897D97C20D|10393|3|33|88.62|2924.46|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|F9ECED7271ACE37EAE7270210B2BAC2A|92C7EF9AB9547C8198D1903AA46EB6F0|2022-03-04|2022-03-11|2022-03-07|747CF5C8587184B9E489FF897D97C20D|10390|11|41|39.02|1599.82|1
C81E728D9D4C2F636F067F89CC14862C|3948EAD63A9F2944218DE038D8934305|3948EAD63A9F2944218DE038D8934305|E3EBB36EA3BC34EBD13A37187431A605|F9ECED7271ACE37EAE7270210B2BAC2A|0C885B204721265A300692FDF1CA3B52|2022-03-03|2022-03-11|2022-03-09|747CF5C8587184B9E489FF897D97C20D|10388|4|42|80.39|3376.38|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|C0A271BC0ECB776A094786474322CB82|C0A271BC0ECB776A094786474322CB82|78BF1F5EDE156C9182D425BE93328C16|166381EDC073CE1E14AC8FBBFC0CDFFD|51629845CBA6CF76598D4132DCB5CED4|2020-11-26|2020-12-03|2020-12-01|747CF5C8587184B9E489FF897D97C20D|10196|3|35|81.68|2858.80|1
8F14E45FCEEA167A5A36DEDD4BEA2543|49B8B4F95F02E055801DA3B4F58E28B7|49B8B4F95F02E055801DA3B4F58E28B7|AF37C38D6B264D5924746E04E4A9AA37|9029FF9E9C7721FA20D4E54A8E7CE473|A357389F9FAD58972043FAC432533E72|2021-09-08|2021-09-17|2021-09-14|747CF5C8587184B9E489FF897D97C20D|10291|4|30|141.83|4254.90|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|A33F7737006802CDD4F0EA53DC507842|D39B79B3341F1B50B921D2C8F9CB9198|C2C033FDE15D3AA59787DFC5E42D203A|2021-08-17|2021-08-27|2021-08-19|747CF5C8587184B9E489FF897D97C20D|10280|12|20|29.87|597.40|1
A87FF679A2F3E71D9181A67B7542122C|B9F94C77652C9A76FC8A442748CD54BD|B9F94C77652C9A76FC8A442748CD54BD|FFF0E117BCBC7D4E2DF50050D462E3FB|BDD4286459900F7788990A266EAF5E28|F538A00BE0DE5109AD437AAEF67BF59F|2020-11-26|2020-12-02|2020-12-01|747CF5C8587184B9E489FF897D97C20D|10197|1|29|39.73|1152.17|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|C0BDA60CBCFBBF8E4615E4F297F52820|BDD4286459900F7788990A266EAF5E28|18DE6E730DDA6C3DCF5D7605A56D6469|2021-11-02|2021-11-12|2021-11-08|747CF5C8587184B9E489FF897D97C20D|10317|1|35|69.55|2434.25|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|61249574B3D6FAE431906B3BE1D503D3|166381EDC073CE1E14AC8FBBFC0CDFFD|2DC8B616C438B4A7922910480E8AA2FF|2022-03-17|2022-03-24|2022-03-23|747CF5C8587184B9E489FF897D97C20D|10395|3|45|57.99|2609.55|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|9029FF9E9C7721FA20D4E54A8E7CE473|E389D09B427E6E264BF913B36B0E82E0|2021-08-09|2021-08-19|2021-08-15|747CF5C8587184B9E489FF897D97C20D|10279|6|48|95.30|4574.40|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|2A9A34567E142413194DFEB7E1CC5583|9029FF9E9C7721FA20D4E54A8E7CE473|D0BF049073D881F6F4919C5365599358|2021-11-15|2021-11-24|2021-11-16|747CF5C8587184B9E489FF897D97C20D|10329|13|46|117.44|5402.24|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|C0A271BC0ECB776A094786474322CB82|C0A271BC0ECB776A094786474322CB82|D43D2CAD1F5A4FDFACBFA690917E5211|9029FF9E9C7721FA20D4E54A8E7CE473|758F9AF5A1A80AA6555B2DBF3B08554C|2020-06-03|2020-06-09|2020-06-06|747CF5C8587184B9E489FF897D97C20D|10127|7|20|107.63|2152.60|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|49961DF6D0D0B5C5922A29FFD4AA240B|9029FF9E9C7721FA20D4E54A8E7CE473|140D7F67F1A796C54863493AA33502E7|2021-06-15|2021-06-22|2021-06-17|747CF5C8587184B9E489FF897D97C20D|10259|5|31|31.47|975.57|1
8F14E45FCEEA167A5A36DEDD4BEA2543|5CBDFD0DFA22A3FCA7266376887F549B|5CBDFD0DFA22A3FCA7266376887F549B|B823D59742D022CA49154CD6401B2C1A|BDD4286459900F7788990A266EAF5E28|A32076CB1815580368C3992866B106FF|2022-01-31|2022-02-08|2022-02-06|747CF5C8587184B9E489FF897D97C20D|10373|7|38|58.92|2238.96|1
8F14E45FCEEA167A5A36DEDD4BEA2543|5CBDFD0DFA22A3FCA7266376887F549B|5CBDFD0DFA22A3FCA7266376887F549B|B3682E3B828AC6A1A430B776AF51770A|166381EDC073CE1E14AC8FBBFC0CDFFD|51629845CBA6CF76598D4132DCB5CED4|2021-03-20|2021-03-30|2021-03-25|747CF5C8587184B9E489FF897D97C20D|10232|8|48|97.81|4694.88|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|6F4D69D9E2F053B895796FF3D140BD77|D39B79B3341F1B50B921D2C8F9CB9198|5EF177AC450CBECAE5A3908EEB349FE3|2021-07-23|2021-08-02|2021-07-29|747CF5C8587184B9E489FF897D97C20D|10275|13|38|40.15|1525.70|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|9029FF9E9C7721FA20D4E54A8E7CE473|8CB7D95A9F0E6B34114FE9CE42AADA25|2022-03-04|2022-03-11|2022-03-07|747CF5C8587184B9E489FF897D97C20D|10390|3|49|122.02|5978.98|1
A87FF679A2F3E71D9181A67B7542122C|B9F94C77652C9A76FC8A442748CD54BD|B9F94C77652C9A76FC8A442748CD54BD|8027AA91AFC3E474FC16A974F8F0881E|4D091C3139A28C131B75656586631457|10174F4383E1B1CE3BDB15281D4DEF8C|2020-11-07|2020-11-17|2020-11-12|747CF5C8587184B9E489FF897D97C20D|10177|3|24|58.67|1408.08|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|6F4D69D9E2F053B895796FF3D140BD77|D39B79B3341F1B50B921D2C8F9CB9198|0049EFFB32D77DFCEF6AAEE8856C9A32|2021-07-23|2021-08-02|2021-07-29|747CF5C8587184B9E489FF897D97C20D|10275|12|28|58.47|1637.16|1
C81E728D9D4C2F636F067F89CC14862C|C44E503833B64E9F27197A484F4257C0|C44E503833B64E9F27197A484F4257C0|75536B8F7357546215402210AF2A3DC2|D39B79B3341F1B50B921D2C8F9CB9198|FE5B006C08EAD5CA0BF6025F74B0C7BF|2022-01-20|2022-01-28|2022-01-24|747CF5C8587184B9E489FF897D97C20D|10369|6|28|51.84|1451.52|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|2C7706EAAF79FC2997819A20D2D61615|F9ECED7271ACE37EAE7270210B2BAC2A|6CB8D43D5FB436DA658DF8A2825426EC|2020-10-10|2020-10-19|2020-10-16|747CF5C8587184B9E489FF897D97C20D|10159|8|21|54.71|1148.91|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|9029FF9E9C7721FA20D4E54A8E7CE473|CAF697F59E806D177552ACEA24DC912D|2020-07-02|2020-07-12|2020-07-03|747CF5C8587184B9E489FF897D97C20D|10135|7|42|173.17|7273.14|1
8F14E45FCEEA167A5A36DEDD4BEA2543|5CBDFD0DFA22A3FCA7266376887F549B|5CBDFD0DFA22A3FCA7266376887F549B|2BAEE22BAF7F619D535A09422F26E389|166381EDC073CE1E14AC8FBBFC0CDFFD|904CBD9B584F54FB0D548198D6269FBD|2021-10-14|2021-10-21|2021-10-17|747CF5C8587184B9E489FF897D97C20D|10306|17|46|60.28|2772.88|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|E75BB0A5D2AEEAE097AD608FE06D51B2|D39B79B3341F1B50B921D2C8F9CB9198|DC088CA90BDC8E33F2310E2697F1A0B0|2021-06-03|2021-06-13|2021-06-04|747CF5C8587184B9E489FF897D97C20D|10254|5|49|137.70|6747.30|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|C0A271BC0ECB776A094786474322CB82|C0A271BC0ECB776A094786474322CB82|D43D2CAD1F5A4FDFACBFA690917E5211|D39B79B3341F1B50B921D2C8F9CB9198|31DF39FAB42A7D259A368977CDC7F338|2020-12-02|2020-12-10|2020-12-04|747CF5C8587184B9E489FF897D97C20D|10204|5|29|83.75|2428.75|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|A2579F0770BEDB9881F055EE48484CA5|ADD43E19C8A3933DB4E494C5ADA4387C|5E6B3F0C61B86063E75BA4D9635C13F8|2020-04-01|2020-04-07|2020-04-02|747CF5C8587184B9E489FF897D97C20D|10114|3|39|106.78|4164.42|1
1679091C5A880FAF6FB5E6087EB1B2DC|7A6A74CBE87BC60030A4BD041DD47B78|7A6A74CBE87BC60030A4BD041DD47B78|4A664586A659CAF9B5E18A79CB3476B2|D39B79B3341F1B50B921D2C8F9CB9198|CEB1010B4A6AB349AD793312342A952E|2021-12-17|2021-12-24|2021-12-20|747CF5C8587184B9E489FF897D97C20D|10361|6|34|62.46|2123.64|1
A87FF679A2F3E71D9181A67B7542122C|E48E13207341B6BFFB7FB1622282247B|E48E13207341B6BFFB7FB1622282247B|9179BC80B72EC71C58C84D3E91595A05|9029FF9E9C7721FA20D4E54A8E7CE473|EDCF00119308E468D8206B29C2A3B5C4|2021-03-02|2021-03-12|2021-03-08|747CF5C8587184B9E489FF897D97C20D|10227|15|40|78.76|3150.40|1
1679091C5A880FAF6FB5E6087EB1B2DC|52947E0ADE57A09E4A1386D08F17B656|52947E0ADE57A09E4A1386D08F17B656|49961DF6D0D0B5C5922A29FFD4AA240B|9029FF9E9C7721FA20D4E54A8E7CE473|7605C7DD68CDFC86929F2C6BF5F20249|2021-09-01|2021-09-11|2021-09-05|747CF5C8587184B9E489FF897D97C20D|10288|9|35|81.78|2862.30|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|D39B79B3341F1B50B921D2C8F9CB9198|1C33F1AFC6B43CC763173E46037E0A86|2020-11-12|2020-11-21|2020-11-18|747CF5C8587184B9E489FF897D97C20D|10182|2|32|44.21|1414.72|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|4D091C3139A28C131B75656586631457|10174F4383E1B1CE3BDB15281D4DEF8C|2022-03-23|2022-04-02|2022-03-28|747CF5C8587184B9E489FF897D97C20D|10396|1|39|62.00|2418.00|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|9C36FD4E5F5F66DFDD483D0A1277EF1C|BDD4286459900F7788990A266EAF5E28|A845CCBEBD5942073BE1131784111AF6|2021-04-02|2021-04-12|2021-04-06|747CF5C8587184B9E489FF897D97C20D|10235|8|25|88.60|2215.00|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|F632E942A4B57B0C1380C73DA22BBFFD|BDD4286459900F7788990A266EAF5E28|557B08D4959EEF938FE6D380356667B2|2021-01-12|2021-01-22|2021-01-20|747CF5C8587184B9E489FF897D97C20D|10210|17|31|141.92|4399.52|1
E4DA3B7FBBCE2345D7772B0674A318D5|4462BF0DDBE0D0DA40E1E828EBEBEB11|4462BF0DDBE0D0DA40E1E828EBEBEB11|394786D791C4C4C8B0E1B0AB164502E5|D39B79B3341F1B50B921D2C8F9CB9198|FE5B006C08EAD5CA0BF6025F74B0C7BF|2020-09-19|2020-09-27|2020-09-21|747CF5C8587184B9E489FF897D97C20D|10150|11|30|56.21|1686.30|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|4205B58A4A9C7917A59B29AF98032660|9029FF9E9C7721FA20D4E54A8E7CE473|ADAEB7C5851892E9B8A383A0F9CAB98C|2021-11-17|2021-11-23|2021-11-23|747CF5C8587184B9E489FF897D97C20D|10331|8|30|135.14|4054.20|1
A87FF679A2F3E71D9181A67B7542122C|D1EE59E20AD01CEDC15F5118A7626099|D1EE59E20AD01CEDC15F5118A7626099|CD8F7B1F0F39C689E498428DC1BD2A99|166381EDC073CE1E14AC8FBBFC0CDFFD|2DC8B616C438B4A7922910480E8AA2FF|2020-01-31|2020-02-09|2020-02-01|747CF5C8587184B9E489FF897D97C20D|10104|2|32|53.31|1705.92|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|4671AEAF49C792689533B00664A5C3EF|4671AEAF49C792689533B00664A5C3EF|2A9A34567E142413194DFEB7E1CC5583|9029FF9E9C7721FA20D4E54A8E7CE473|F34545F669CD9E80F53B6C599653D789|2021-09-08|2021-09-18|2021-09-11|747CF5C8587184B9E489FF897D97C20D|10292|2|44|114.90|5055.60|1
1679091C5A880FAF6FB5E6087EB1B2DC|7A6A74CBE87BC60030A4BD041DD47B78|7A6A74CBE87BC60030A4BD041DD47B78|743C0C21889500E13A6B97FC680E637A|F9ECED7271ACE37EAE7270210B2BAC2A|0C885B204721265A300692FDF1CA3B52|2021-02-20|2021-02-28|2021-02-24|747CF5C8587184B9E489FF897D97C20D|10223|1|37|80.39|2974.43|1
1679091C5A880FAF6FB5E6087EB1B2DC|7A6A74CBE87BC60030A4BD041DD47B78|7A6A74CBE87BC60030A4BD041DD47B78|1F247542A7446249DE292661B84EC2EB|D39B79B3341F1B50B921D2C8F9CB9198|F896A71A33C1E41143624762226023DC|2020-11-21|2020-11-28|2020-11-27|747CF5C8587184B9E489FF897D97C20D|10193|2|23|97.39|2239.97|1
A87FF679A2F3E71D9181A67B7542122C|B9F94C77652C9A76FC8A442748CD54BD|B9F94C77652C9A76FC8A442748CD54BD|AF05C25D54766FACEC02E42625D526A3|166381EDC073CE1E14AC8FBBFC0CDFFD|904CBD9B584F54FB0D548198D6269FBD|2020-11-14|2020-11-22|2020-11-20|747CF5C8587184B9E489FF897D97C20D|10184|1|48|59.03|2833.44|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|9029FF9E9C7721FA20D4E54A8E7CE473|19E643A37CA9A2D8E00B6902E5B2F925|2022-01-19|2022-01-27|2022-01-24|747CF5C8587184B9E489FF897D97C20D|10368|5|31|115.09|3567.79|1
A87FF679A2F3E71D9181A67B7542122C|9701A1C165DD9420816BFEC5EDD6C2B1|9701A1C165DD9420816BFEC5EDD6C2B1|21A05869956041F83304A22D2E03C14C|9029FF9E9C7721FA20D4E54A8E7CE473|57FD2E5AA5F46BDA56AEB8CE6E94150F|2020-11-06|2020-11-15|2020-11-12|747CF5C8587184B9E489FF897D97C20D|10176|1|50|160.91|8045.50|1
1679091C5A880FAF6FB5E6087EB1B2DC|7A6A74CBE87BC60030A4BD041DD47B78|7A6A74CBE87BC60030A4BD041DD47B78|743C0C21889500E13A6B97FC680E637A|F9ECED7271ACE37EAE7270210B2BAC2A|A181F8CD4CE8A072A435492775FF4478|2021-02-20|2021-02-28|2021-02-24|747CF5C8587184B9E489FF897D97C20D|10223|6|38|60.94|2315.72|1
ECCBC87E4B5CE2FE28308FD9F2A7BAF3|C0A271BC0ECB776A094786474322CB82|C0A271BC0ECB776A094786474322CB82|D43D2CAD1F5A4FDFACBFA690917E5211|9029FF9E9C7721FA20D4E54A8E7CE473|ADAEB7C5851892E9B8A383A0F9CAB98C|2020-12-02|2020-12-10|2020-12-04|747CF5C8587184B9E489FF897D97C20D|10204|16|38|133.72|5081.36|1
C4CA4238A0B923820DCC509A6F75849B|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|A3FB4FBF9A6F9CF09166AA9C20CBC1AD|6DF2CF4562641567D6FFF1B3E53E2343|9029FF9E9C7721FA20D4E54A8E7CE473|F34545F669CD9E80F53B6C599653D789|2021-08-20|2021-08-26|2021-08-22|747CF5C8587184B9E489FF897D97C20D|10282|8|31|132.13|4096.03|1
